date,hour,temperature,humidity,wind_speed,rainfall,snowfall,rented_bike_count,seasons,holiday,functioning_day
2023-01-01,0,-2.802378232761063,56.874947673641145,1.2131493892520666,3.2801343977283306,0.6524916945490986,33,Winter,1,0
2023-01-01,1,-1.1508874474163997,30.236951778642833,2.10323566198349,0,0.904982774052769,82,Winter,1,0
2023-01-01,2,7.79354157074562,39.96413453947753,2.1418226351961493,7.282293845949304,0,69,Winter,1,0
2023-01-01,3,0.35254195712288,85.96658900845796,2.5317620960995555,1.2047054517988653,0,46,Winter,1,0
2023-01-01,4,0.6464386758047312,43.224100191146135,1.6527658980339766,0,0,72,Winter,1,0
2023-01-01,5,8.575324934416406,60.55411514360458,1.086043244227767,4.890124749800665,0,56,Winter,1,0
2023-01-01,6,2.3045810299460117,43.67904347833246,3.3998945858329535,0,0.5559123861603439,75,Winter,1,0
2023-01-01,7,-6.32530617303267,85.19919741433114,1.8793245274573565,0,0.3820298872888088,30,Winter,1,0
2023-01-01,8,-3.4342642594676303,75.33392078708857,2.700045434758067,3.7368627992948507,0,67,Winter,1,0
2023-01-01,9,-2.2283098504997905,82.62793080881238,4.41108900308609,1.113283382111773,0,35,Winter,1,0
2023-01-01,10,6.120408987197308,49.827745012007654,4.068103876896203,0.6969899514444979,0,96,Winter,1,0
2023-01-01,11,1.799069135286819,37.808465785346925,2.7597201708704233,0,0,100,Winter,1,0
2023-01-01,12,2.0038572529702607,42.82651704736054,4.923190172761679,0,0.9171749658416957,76,Winter,1,0
2023-01-01,13,0.5534135797255986,48.43206703662872,2.287157158367336,0,0,68,Winter,1,0
2023-01-01,14,-2.7792056737703748,38.34198058582842,4.808916571550071,0,0,66,Winter,1,0
2023-01-01,15,8.934565684015391,42.73268383461982,4.387519154697657,2.5189182928663736,0,83,Winter,1,0
2023-01-01,16,2.489252391146197,64.38875994645059,3.843086707405746,0,0.9367239605635405,26,Winter,1,0
2023-01-01,17,-9.83308578314819,56.00288026034832,4.13013556599617,0,0,34,Winter,1,0
2023-01-01,18,3.5067795078184276,30.570219783112407,1.0104114999994636,0,0.5690484591759741,88,Winter,1,0
2023-01-01,19,-2.36395703863967,45.885288692079484,1.8099723625928164,2.9533445439234454,0,44,Winter,1,0
2023-01-01,20,-5.339118529934225,59.59321648813784,2.0828278455883265,0,0,25,Winter,1,0
2023-01-01,21,-1.0898745732914756,72.87987674586475,1.8034034697338939,1.432004040559205,0.2915295553393662,21,Winter,1,0
2023-01-01,22,-5.1300222415361985,85.41925006080419,3.33490710798651,0,0,13,Winter,1,0
2023-01-01,23,-3.6444561464557013,89.79911142960191,1.011902960948646,8.304143206450085,0,17,Winter,1,0
2023-01-02,0,-3.1251963392462834,42.060931250452995,3.882601648569107,0,0,47,Winter,0,1
2023-01-02,1,-8.433466553712067,41.384418248198926,1.6079075429588556,0,0,75,Winter,0,1
2023-01-02,2,4.188935222472623,80.57180767413229,1.1651022573933005,0,0,48,Winter,0,1
2023-01-02,3,0.7668655891825761,47.38193690311164,1.0176833653822541,0,0,91,Winter,0,1
2023-01-02,4,-5.690684685059738,72.50067880377173,3.1910377088934183,0,0,57,Winter,0,1
2023-01-02,5,6.269074605349633,60.15542403794825,1.9511557929217815,0,0,96,Winter,0,1
2023-01-02,6,2.132321107384068,48.73291100375354,1.103509365580976,0,0.547533558215946,70,Winter,0,1
2023-01-02,7,-1.4753574149613558,54.46356019936502,2.707663313485682,0,0,73,Winter,0,1
2023-01-02,8,4.475628305225111,48.448614003136754,1.5245609004050493,0,0,101,Winter,0,1
2023-01-02,9,4.390667437665211,78.89839000068605,2.1130545027554035,0,0,72,Winter,0,1
2023-01-02,10,4.1079054081874355,86.9001330435276,4.22213229816407,1.672711705721074,0,49,Winter,0,1
2023-01-02,11,3.443201270500455,75.00463453587145,1.9017701745033264,0,0,74,Winter,0,1
2023-01-02,12,2.769588267687944,52.4330012826249,4.630715577863157,0,0,73,Winter,0,1
2023-01-02,13,-0.3095585528836084,43.950558244250715,4.832655105739832,0.48159059678641675,0,68,Winter,0,1
2023-01-02,14,-1.529813318699584,68.7319015385583,2.3848756849765778,2.1310256490422637,0.3680851280223578,36,Winter,0,1
2023-01-02,15,-1.9023550050619134,42.462908062152565,4.370535483583808,0,0,48,Winter,0,1
2023-01-02,16,-3.4735348946025635,86.70236629899591,3.4100540056824684,0,0,3,Winter,1,0
2023-01-02,17,-1.0395863900979938,32.571826139464974,2.1675131376832724,1.0427678555882385,0,75,Winter,0,1
2023-01-02,18,-6.326981757841322,57.16521239373833,2.9313695169985294,0.9819703620861254,0.6299093160778284,20,Winter,0,1
2023-01-02,19,10.844779826692562,54.5439908048138,3.3425206085667014,2.218034754337171,0,63,Winter,0,1
2023-01-02,20,6.039809991524953,48.20241285022348,4.058243349194527,0,0,96,Winter,0,1
2023-01-02,21,-5.615542916016746,30.19632360432297,3.375640718266368,0.4275665128732454,0,34,Winter,0,1
2023-01-02,22,-2.01442417649538,46.62536789663136,2.4081004317849874,0,0,26,Winter,0,1
2023-01-02,23,-2.3332767681160944,42.66751513816416,3.1650536293163896,0,0,59,Winter,0,1
2023-01-03,0,3.8998255916815894,86.8795549403876,4.803926934488118,0,0,60,Winter,0,1
2023-01-03,1,-0.4168453323591464,76.76641828380525,4.9741673693060875,0,0,55,Winter,0,1
2023-01-03,2,1.2665925699737741,44.72494543064386,1.6862433478236198,1.543727135752124,0,87,Winter,0,1
2023-01-03,3,-0.1427337767435151,59.319558958522975,4.933882596902549,0,0,42,Winter,0,1
2023-01-03,4,-0.21435228645658044,42.62245879042894,4.434630012139678,0.9208459052613683,0,89,Winter,0,1
2023-01-03,5,6.843011420072288,73.82602497003973,1.5327241038903594,0,0,89,Winter,0,1
2023-01-03,6,-1.128854928296338,47.52828829921782,2.20299762301147,0,0,65,Winter,0,1
2023-01-03,7,7.582353022147698,44.446342452429235,4.442858783528209,7.616941023884664,0,80,Winter,0,1
2023-01-03,8,-7.743764021151106,82.4900248227641,4.118799068965018,0,0,34,Winter,0,1
2023-01-03,9,2.923068748180346,71.45497536286712,2.7622401136904955,0,0,75,Winter,0,1
2023-01-03,10,0.6192712192230689,74.36088941060007,3.548177909106016,0,0.9913436535280198,56,Winter,0,1
2023-01-03,11,1.0797078437198635,60.196692645549774,2.2539727333933115,0,0,86,Winter,0,1
2023-01-03,12,1.8981974137994104,89.54282378777862,2.537879817187786,0,0,71,Winter,0,1
2023-01-03,13,-2.511617265546511,89.70337056554854,2.5770111987367272,0,0,45,Winter,0,1
2023-01-03,14,-1.6660369183471004,79.22641688492149,1.307729497551918,0,0,38,Winter,0,1
2023-01-03,15,-5.092876915535443,45.321639301255345,3.1342166932299733,9.529699364130266,0,11,Winter,0,1
2023-01-03,16,-5.358956132377889,71.91079038195312,3.9909036830067635,1.723114263891297,0,20,Winter,0,1
2023-01-03,17,1.5176432070212904,44.70027799252421,4.140497735701501,2.2075851212386133,0,38,Winter,0,1
2023-01-03,18,2.241048893147131,76.93568791262805,1.745256906375289,1.4682359517420596,0.4018997875973582,64,Winter,0,1
2023-01-03,19,0.2650211336525207,30.372712486423552,3.9878515545278788,0,0,30,Winter,0,1
2023-01-03,20,4.611337339398688,66.6161066154018,3.734717811457813,2.351844110117602,0,47,Winter,0,1
2023-01-03,21,10.250423428135722,34.916694606654346,3.2847803365439177,0.36808148743444896,0,112,Winter,0,1
2023-01-03,22,-2.4551558302826764,58.65298664197326,4.565648655407131,0,0,48,Winter,0,1
2023-01-03,23,-11.545844378204063,32.26671427488327,2.4540005205199122,3.8487717981905285,0.8203368009999394,19,Winter,0,1
2023-01-04,0,5.028692622311283,37.56056886166334,4.941256109625101,0,0,68,Winter,0,1
2023-01-04,1,-3.5460038129119633,57.182297674007714,3.5092860218137503,0,0,57,Winter,0,1
2023-01-04,2,-3.44004308233679,40.45176023617387,3.142688447609544,0,0,41,Winter,0,1
2023-01-04,3,5.1278568484834945,44.56022080499679,2.960032974369824,0,0,58,Winter,0,1
2023-01-04,4,-1.4238650352550444,59.36343404464424,4.031885651871562,0,0,77,Winter,0,1
2023-01-04,5,-6.103588561272678,71.3209273153916,1.9785462375730276,0,0,46,Winter,0,1
2023-01-04,6,0.906517398745751,70.27201613411307,2.2998371059075,0,0,55,Winter,0,1
2023-01-04,7,-0.6944568121952231,75.51639752928168,1.7474831407889724,0,0,60,Winter,0,1
